"(Intercept)","logAI_snv","logARVI_snv","logElev_snv","logEVI_snv","logHeight_snv","logLAI_snv","logMAP_snv","logMAT_snv","logNDVI_snv","logPRI_snv","logPropBare_snv","logPropShrub_snv","logSAVI_snv","df","logLik","AIC","delta","weight"
1.99981804794484e-16,0.745386694979164,-0.151721397660185,NA,NA,0.323554186547326,NA,-0.518684445728186,0.229332166855959,0.569851386956904,NA,NA,0.0862660897834216,-0.0684617939752939,10,-136.911842825762,293.823685651524,4.0384266205773,0.00266857182639791
1.17584616097741e-16,0.719942662843701,-0.153168227673808,-0.0362605071014642,NA,0.3333298653791,NA,-0.487532132398738,0.165485365669896,0.493839662901065,NA,NA,0.0908429452322943,NA,10,-136.938791906945,293.87758381389,4.09232478294354,0.00259761665023868
-3.0110925383059e-16,0.270701987570465,-0.148480375448079,NA,NA,0.322724204003261,0.789570138124799,NA,-0.186240941884684,0.45983306512865,NA,NA,0.0785082523081136,-0.789690374359087,10,-136.947294354414,293.894588708829,4.10932967788187,0.00257562417853181
1.88831996756021e-16,0.719445883211448,-0.153358433149377,NA,NA,0.33021733580282,-0.0317901528388273,-0.490949961705832,0.203528270680342,0.530222756973465,NA,NA,0.0876989076539158,NA,10,-136.958762429601,293.917524859201,4.13226582825422,0.00254625545006676
1.61069988741083e-16,0.685822602991048,-0.154491786833242,NA,-0.013602480912332,0.332649465237252,NA,-0.454318296508795,0.171407594431737,0.509575800910574,NA,NA,0.0880930606843418,NA,10,-136.969089961791,293.938179923582,4.15292089263482,0.00252009423784676
-2.92378172135239e-16,NA,-0.152047406632014,NA,NA,0.351583338336831,NA,0.26128462960771,-0.401392702801216,0.421210228101989,NA,-0.0460104961452573,0.0762721859245585,NA,9,-137.971613962877,293.943227925753,4.15796889480652,0.00251374153773752
-3.30689296165404e-17,0.552065737982505,-0.152450505243234,-0.0606236447150204,-0.0583768923709604,0.330189989249193,NA,-0.306122975073312,NA,0.535791888375121,NA,NA,0.084559670083901,NA,10,-136.98303405884,293.96606811768,4.18080908673312,0.00248519766525139
-3.15158533209603e-16,NA,-0.152961861829213,NA,NA,0.366500835078927,0.0667042483525089,0.269921127644628,-0.411265536511489,0.362912447515686,NA,NA,0.0703934296732859,NA,9,-137.984653636805,293.96930727361,4.18404824266287,0.00248117595149298
-2.93624134796862e-16,NA,-0.151194436641176,NA,-0.0562498043506146,0.35109838576308,NA,0.268931186054098,-0.402021545704921,0.488482236881598,NA,NA,0.0641243939218518,NA,9,-138.002532627669,294.005065255339,4.21980622439168,0.00243720924072086
-2.38192072800896e-17,0.528915785810147,-0.151160363330044,-0.0424324357547631,NA,0.335882660481163,NA,-0.2843891195481,NA,0.505072292982376,NA,NA,0.0837133444145466,-0.0302667302164367,10,-137.011526392348,294.023052784696,4.23779375374869,0.00241538782974546
1.7154310096856e-16,0.23755521253607,-0.158855157009602,0.175265625553087,NA,0.374224242994124,NA,NA,NA,0.566762514221265,NA,NA,NA,-0.103697742445461,8,-139.013560708725,294.02712141745,4.24186238650321,0.00241047916131112
-7.48742384788141e-17,0.225873627734366,-0.157048522816634,NA,-0.112934728212832,0.400453661825092,0.0718847740193684,NA,-0.210835266339688,0.497230469532014,NA,NA,NA,NA,9,-138.01748264207,294.03496528414,4.24970625319304,0.00240104393696568
-2.70062101999378e-17,0.540812383334091,-0.152641467550672,-0.0479854171033838,NA,0.338366046930964,NA,-0.295753099946733,NA,0.478547365276872,0.00493999225661168,NA,0.0863858815802823,NA,10,-137.022255653319,294.044511306638,4.25925227569138,0.0023896110336379
-2.13616645852836e-17,0.532937777817557,-0.15254432366747,-0.042157924643129,NA,0.340149755208309,0.00369385417842057,-0.288217635735478,NA,0.471385668809878,NA,NA,0.0858431015080765,NA,10,-137.024792670868,294.049585341736,4.26432631078933,0.00238355623232655
-3.00905943633148e-16,NA,-0.151627811827143,NA,NA,0.362990285805201,NA,0.268412870802276,-0.405677168435403,0.403718464033337,NA,NA,0.0678031296882237,0.0255670637137582,9,-138.039785277128,294.079570554256,4.29431152330926,0.00234808706426133
-2.78631968797936e-16,NA,-0.150990433503119,0.0123508165359728,NA,0.359680094706619,NA,0.266886645027483,-0.39091190329979,0.431037053558684,NA,NA,0.0658208748992762,NA,9,-138.044952228011,294.089904456023,4.30464542507576,0.00233598590370424
2.386960273774e-17,0.488929321128107,-0.15552872603647,NA,-0.049070457540854,0.33786104845461,0.0359610245368842,-0.243789339563747,NA,0.492013163445154,NA,NA,0.0831606287623539,NA,10,-137.048650634726,294.097301269451,4.31204223850443,0.00232736243413174
2.68348403532914e-17,0.480759899013059,-0.153376630660022,NA,-0.0377034999848241,0.338202836344209,NA,-0.236829110525331,NA,0.508450425160547,-0.00949272750558838,NA,0.0805756471068629,NA,10,-137.049209366222,294.098418732444,4.31315970149745,0.00232606242664737
-1.06569136263656e-16,0.228047009857769,-0.153669029193444,-0.0211130802821902,-0.0783669255833451,0.395544965855633,NA,NA,-0.220989122507834,0.52942609067176,NA,NA,NA,NA,9,-138.051732761835,294.103465523669,4.31820649272242,0.00232020025033123
2.16047082988396e-17,0.481934298321456,-0.152951484182427,NA,-0.010940396254486,0.337109277699259,NA,-0.238000272801065,NA,0.509801895067409,NA,NA,0.0809434934832614,-0.0225279296802959,10,-137.056109636262,294.112219272524,4.32696024157724,0.00231006721687316
1.14385639355361e-16,0.267533310379847,-0.158316829452235,0.164208923399632,NA,0.341032532212506,NA,NA,NA,0.434157483459573,-0.0451665517281857,NA,0.0770302654164647,NA,9,-138.056720850175,294.11344170035,4.32818266940342,0.00230865570306242
